10.000000,10.000000,-8.000000,1.000000
10.000000,10.000000,-8.000000,3.000000
10.000000,10.000000,-7.000000,1.000000
10.000000,10.000000,-7.000000,3.000000
10.000000,10.000000,-6.000000,1.000000
10.000000,10.000000,-6.000000,3.000000
10.000000,10.000000,-5.000000,1.000000
10.000000,13.000000,-8.000000,1.000000
10.000000,13.000000,-8.000000,3.000000
10.000000,13.000000,-8.000000,5.000000
10.000000,13.000000,-8.000000,7.000000
10.000000,13.000000,-7.000000,1.000000
10.000000,13.000000,-7.000000,3.000000
10.000000,13.000000,-7.000000,5.000000
10.000000,13.000000,-6.000000,1.000000
10.000000,13.000000,-6.000000,3.000000
10.000000,13.000000,-6.000000,5.000000
10.000000,13.000000,-5.000000,1.000000
10.000000,13.000000,-5.000000,3.000000
10.000000,13.000000,-4.000000,1.000000
10.000000,16.000000,-8.000000,1.000000
10.000000,16.000000,-8.000000,3.000000
10.000000,16.000000,-8.000000,5.000000
10.000000,16.000000,-8.000000,7.000000
10.000000,16.000000,-8.000000,9.000000
10.000000,16.000000,-7.000000,1.000000
10.000000,16.000000,-7.000000,3.000000
10.000000,16.000000,-7.000000,5.000000
10.000000,16.000000,-7.000000,7.000000
10.000000,16.000000,-7.000000,9.000000
10.000000,16.000000,-6.000000,1.000000
10.000000,16.000000,-6.000000,3.000000
10.000000,16.000000,-6.000000,5.000000
10.000000,16.000000,-6.000000,7.000000
10.000000,16.000000,-6.000000,9.000000
10.000000,16.000000,-5.000000,1.000000
10.000000,16.000000,-5.000000,3.000000
10.000000,16.000000,-5.000000,5.000000
10.000000,16.000000,-5.000000,7.000000
10.000000,16.000000,-4.000000,1.000000
10.000000,16.000000,-4.000000,3.000000
10.000000,16.000000,-4.000000,5.000000
10.000000,16.000000,-3.000000,1.000000
10.000000,19.000000,-8.000000,1.000000
10.000000,19.000000,-8.000000,3.000000
10.000000,19.000000,-8.000000,5.000000
10.000000,19.000000,-8.000000,7.000000
10.000000,19.000000,-8.000000,9.000000
10.000000,19.000000,-7.000000,1.000000
10.000000,19.000000,-7.000000,3.000000
10.000000,19.000000,-7.000000,5.000000
10.000000,19.000000,-7.000000,7.000000
10.000000,19.000000,-7.000000,9.000000
10.000000,19.000000,-6.000000,1.000000
10.000000,19.000000,-6.000000,3.000000
10.000000,19.000000,-6.000000,5.000000
10.000000,19.000000,-6.000000,7.000000
10.000000,19.000000,-6.000000,9.000000
10.000000,19.000000,-5.000000,1.000000
10.000000,19.000000,-5.000000,3.000000
10.000000,19.000000,-5.000000,5.000000
10.000000,19.000000,-5.000000,7.000000
10.000000,19.000000,-5.000000,9.000000
10.000000,19.000000,-4.000000,1.000000
10.000000,19.000000,-4.000000,3.000000
10.000000,19.000000,-4.000000,5.000000
10.000000,19.000000,-4.000000,7.000000
10.000000,19.000000,-4.000000,9.000000
10.000000,19.000000,-3.000000,1.000000
10.000000,19.000000,-3.000000,3.000000
10.000000,19.000000,-3.000000,5.000000
10.000000,22.000000,-8.000000,1.000000
10.000000,22.000000,-8.000000,3.000000
10.000000,22.000000,-8.000000,5.000000
10.000000,22.000000,-8.000000,7.000000
10.000000,22.000000,-8.000000,9.000000
10.000000,22.000000,-7.000000,1.000000
10.000000,22.000000,-7.000000,3.000000
10.000000,22.000000,-7.000000,5.000000
10.000000,22.000000,-7.000000,7.000000
10.000000,22.000000,-7.000000,9.000000
10.000000,22.000000,-6.000000,1.000000
10.000000,22.000000,-6.000000,3.000000
10.000000,22.000000,-6.000000,5.000000
10.000000,22.000000,-6.000000,7.000000
10.000000,22.000000,-6.000000,9.000000
10.000000,22.000000,-5.000000,1.000000
10.000000,22.000000,-5.000000,3.000000
10.000000,22.000000,-5.000000,5.000000
10.000000,22.000000,-5.000000,7.000000
10.000000,22.000000,-5.000000,9.000000
10.000000,22.000000,-4.000000,1.000000
10.000000,22.000000,-4.000000,3.000000
10.000000,22.000000,-4.000000,5.000000
10.000000,22.000000,-4.000000,7.000000
10.000000,22.000000,-4.000000,9.000000
10.000000,22.000000,-3.000000,1.000000
10.000000,22.000000,-3.000000,3.000000
10.000000,22.000000,-3.000000,5.000000
10.000000,22.000000,-3.000000,7.000000
10.000000,22.000000,-3.000000,9.000000
10.000000,25.000000,-8.000000,1.000000
10.000000,25.000000,-8.000000,3.000000
10.000000,25.000000,-8.000000,5.000000
10.000000,25.000000,-8.000000,7.000000
10.000000,25.000000,-8.000000,9.000000
10.000000,25.000000,-7.000000,1.000000
10.000000,25.000000,-7.000000,3.000000
10.000000,25.000000,-7.000000,5.000000
10.000000,25.000000,-7.000000,7.000000
10.000000,25.000000,-7.000000,9.000000
10.000000,25.000000,-6.000000,1.000000
10.000000,25.000000,-6.000000,3.000000
10.000000,25.000000,-6.000000,5.000000
10.000000,25.000000,-6.000000,7.000000
10.000000,25.000000,-6.000000,9.000000
10.000000,25.000000,-5.000000,1.000000
10.000000,25.000000,-5.000000,3.000000
10.000000,25.000000,-5.000000,5.000000
10.000000,25.000000,-5.000000,7.000000
10.000000,25.000000,-5.000000,9.000000
10.000000,25.000000,-4.000000,1.000000
10.000000,25.000000,-4.000000,3.000000
10.000000,25.000000,-4.000000,5.000000
10.000000,25.000000,-4.000000,7.000000
10.000000,25.000000,-4.000000,9.000000
10.000000,25.000000,-3.000000,1.000000
10.000000,25.000000,-3.000000,3.000000
10.000000,25.000000,-3.000000,5.000000
10.000000,25.000000,-3.000000,7.000000
10.000000,25.000000,-3.000000,9.000000
